date,target_pct_opening_ev,candidate_count,qualifying_unique_combinations,opening_ev_pct,tolerance_pp,status,achieved_ev_ratio_min,achieved_ev_ratio_max,scenario_realized_return_min_pct,scenario_realized_return_max_pct
2025-08-16,70,50000,2029,4.464776095318652,1.0,qualified,69.00180015586272,70.99911267490685,-21.74903162043377,-11.35010219872409
2025-08-16,80,50000,2461,4.464776095318652,1.0,qualified,79.00112412816907,80.99975190569961,-22.67187402844225,-11.768345517031445
2025-08-16,90,50000,1003,4.464776095318652,1.0,qualified,89.00139332486093,90.99694641678064,-21.58691522577543,-10.797364610653373
2025-08-16,100,50000,2663,4.464776095318652,1.0,qualified,99.00200259854283,100.98661645358423,-19.122931924786002,-11.824547439592587
2025-08-23,50,50000,0,10.984672218910523,1.0,no_sampled_match_no_bet,,,,
2025-08-23,60,50000,0,10.984672218910523,1.0,no_sampled_match_no_bet,,,,
2025-08-23,70,50000,0,10.984672218910523,1.0,no_sampled_match_no_bet,,,,
2025-08-23,80,50000,0,10.984672218910523,1.0,no_sampled_match_no_bet,,,,
2025-08-23,90,50000,2630,10.984672218910523,1.0,qualified,89.0000548752536,90.99753202054033,0.6474413111616698,2.167582357784777
2025-08-23,100,50000,14242,10.984672218910523,1.0,qualified,99.00037809989009,100.99999117957428,3.7313085345776202,7.723529675388627
2025-09-06,50,50000,0,3.4560892569779984,1.0,no_sampled_match_no_bet,,,,
2025-09-06,60,50000,2406,3.4560892569779984,1.0,qualified,59.00197781159703,60.99770377089675,-4.549681930198354,-3.733120901048252
2025-09-06,70,50000,1928,3.4560892569779984,1.0,qualified,69.00131971706868,70.99946495055293,-4.480787092121943,-2.5391507076241897
2025-09-06,80,50000,2277,3.4560892569779984,1.0,qualified,79.0014108942179,80.99987637531079,-4.134522203923061,-1.740963514984406
2025-09-06,90,50000,2953,3.4560892569779984,1.0,qualified,89.00024369933435,90.9994154702478,-3.21933300300541,-1.631589561381846
2025-09-06,100,50000,2850,3.4560892569779984,1.0,qualified,99.00023094178802,100.9970671536419,-2.055859240984014,-1.4520857578621946
2025-09-13,50,50000,0,21.30413691935857,1.0,no_sampled_match_no_bet,,,,
2025-09-13,60,50000,0,21.30413691935857,1.0,no_sampled_match_no_bet,,,,
