,choice_fighter_name,parlay_fstar_sum,parlay_net_odds,choice_fstar,choice_ev,choice_real_odds,date,winner,pred_winner,choice_proba,parlay_prob,parlay_ev,parlay_avg_edge
15,timmy cuamba,0.16329521663390162,2.4952741020793936,0.07955379086409423,0.16735546983167926,1.869565217391304,2025-11-01,1.0,1,0.6243994373518286,0.36881727570339684,0.2891174721655585,0.07265360828838657
21,timmy cuamba,0.16329521663390162,2.4952741020793936,0.0837414257698074,0.1043058481162008,1.869565217391304,2025-11-01,1.0,1,0.5906752210854098,0.36881727570339684,0.2891174721655585,0.07265360828838657
4,christian leroy duncan,0.18053462311507545,-1.0,0.06665073212138341,0.22044470169817043,2.33,2025-11-08,1.0,1,0.5237960093125195,0.4018860504123842,0.3931723011002968,0.09486855664149918
3,ricky simon,0.18053462311507545,-1.0,0.11388389099369203,0.1415284110470445,1.4878048780487805,2025-11-08,0.0,1,0.7672568008676857,0.4018860504123842,0.3931723011002968,0.09486855664149918
9,matheus camilo,0.20713669634902127,1.0130718954248366,0.08811489357121882,0.09634131866199541,1.5555555555555556,2025-11-15,0.0,0,0.7047908477112828,0.5606040671504458,0.12853629204142014,0.04231274149990538
8,islam makhachev,0.20713669634902127,1.0130718954248366,0.11902180277780243,0.02936583054145636,1.2941176470588236,2025-11-15,0.0,0,0.7954190508729435,0.5606040671504458,0.12853629204142014,0.04231274149990538
7,tagir ulanbekov,0.1771939653955112,-1.0,0.10229540147345846,0.08396212766465155,1.425531914893617,2025-11-22,0.0,1,0.7603913432871436,0.46388262497059457,0.1404675204719552,0.04456230697463143
5,ismail naurdiev,0.1771939653955112,-1.0,0.07489856392205271,0.05212856737812599,1.7246376811594204,2025-11-22,1.0,1,0.6100577407486613,0.46388262497059457,0.1404675204719552,0.04456230697463143
5,merab dvalishvili,0.3137110430458956,-1.0,0.16363200552863355,0.05170446609028606,1.2272727272727273,2025-12-06,0.0,1,0.8569443797772701,0.6594187254522735,0.1035726603643421,0.03914813052593835
6,grant dawson,0.3137110430458956,-1.0,0.150079037517262,0.04931822194012003,1.3636363636363638,2025-12-06,0.0,1,0.7695000294227546,0.6594187254522735,0.1035726603643421,0.03914813052593835
7,sean sharaf,0.20787133099419353,-1.0,0.05807511998844472,0.3633554498567273,2.7,2025-12-13,0.0,1,0.504946462909899,0.4031184312519963,0.4842087696096231,0.09979085682738659
13,tereza bleda,0.20787133099419353,-1.0,0.1497962110057488,0.0886440287935153,1.3636363636363638,2025-12-13,1.0,0,0.7983389544485778,0.4031184312519963,0.4842087696096231,0.09979085682738659
1,paddy pimblett,0.24471602506404388,-1.0,0.11675517904294755,0.099911676530817,1.4,2026-01-24,1.0,0,0.7856511975220122,0.6244757272220486,0.13524094889023153,0.048050825862179736
6,waldo cortes acosta,0.24471602506404388,-1.0,0.12796084602109634,0.032120099380020334,1.2985074626865671,2026-01-24,1.0,1,0.7948511110167973,0.6244757272220486,0.13524094889023153,0.048050825862179736
2,tallison teixeira,0.2524550593271305,0.5714285714285714,0.12140800879414806,0.03127607951681832,1.2857142857142856,2026-01-31,0.0,0,0.8021036174019699,0.6599870066348392,0.03712243899760437,0.014482078146484612
0,benoit st denis,0.2524550593271305,0.5714285714285714,0.1310470505329825,0.005669053706283289,1.2222222222222223,2026-01-31,0.0,0,0.8228201348505954,0.6599870066348392,0.03712243899760437,0.014482078146484612
5,klaudia sygula,0.1871851581209299,-1.0,0.12942777331981742,0.2104332987489873,1.5128205128205128,2026-02-07,1.0,1,0.8001169262917035,0.42485262838673626,0.43970572737412983,0.11182979154792999
4,julius walker,0.1871851581209299,-1.0,0.05775738480111247,0.1894135173430055,2.24,2026-02-07,1.0,0,0.5309881773852703,0.42485262838673626,0.43970572737412983,0.11182979154792999
6,anthony hernandez,0.2352637609096903,-1.0,0.15906616844561552,0.16641086379631814,1.3496503496503496,2026-02-21,1.0,0,0.8642318835382047,0.47103437867882314,0.2589981000392565,0.08169057360105597
8,serghei spivac,0.2352637609096903,-1.0,0.07619759246407477,0.07937789257345784,1.9803921568627447,2026-02-21,1.0,1,0.545032401200459,0.47103437867882314,0.2589981000392565,0.08169057360105597
