,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,fstar_net,choice_decimal_odds
0,khamzat chimaev,0.14938734801464068,0.14288272222222226,1.4444444444444444,0.96969696969697,0,0.7912265,0.68891561233245,0.35695499398815933,2024-10-26,0.0,0.14938734801464068,1.4444444444444444
8,charles jourdain,0.12498953934099909,0.13098927971014496,1.7246376811594204,1.2245326612056293,1,0.6557837,0.539289994987172,0.19966820771038418,2024-11-02,1.0,0.12498953934099909,1.7246376811594204
5,mike malott,0.12498953934099909,0.06072464985507242,1.289855072463768,1.2245326612056293,1,0.82235956,0.539289994987172,0.19966820771038418,2024-11-02,1.0,0.12498953934099909,1.289855072463768
3,matthew semelsberger,0.09329207651726362,0.31107382399999994,2.48,-1.0,1,0.5286588,0.44368400307427197,0.37542040953024314,2024-11-09,0.0,-0.09329207651726362,2.48
0,gillian robertson,0.09329207651726362,0.049079299999999965,1.25,-1.0,0,0.83926344,0.44368400307427197,0.37542040953024314,2024-11-09,0.0,-0.09329207651726362,1.25
4,charles oliveira,0.09689269717368212,0.23432027500000008,1.4166666666666667,-1.0,1,0.8712849,0.441081663809475,0.31221794983318807,2024-11-16,1.0,-0.09689269717368212,1.4166666666666667
3,jonathan martinez,0.09689269717368212,0.06310977499999992,2.1,-1.0,1,0.50624275,0.441081663809475,0.31221794983318807,2024-11-16,0.0,-0.09689269717368212,2.1
0,wang cong,0.0,-0.07091386631578958,1.1052631578947367,0.0,1,0.84060174,0.49365820473837996,-0.06822445073489591,2024-11-23,0.0,0.0,1.1052631578947367
1,petr yan,0.0,-0.008098792592592663,1.3703703703703702,0.0,1,0.7238198,0.49365820473837996,-0.06822445073489591,2024-11-23,1.0,0.0,1.3703703703703702
2,carlos ulberg,0.0,-0.06061657924528313,1.3773584905660377,0.0,0,0.6820181,0.49365820473837996,-0.06822445073489591,2024-11-23,0.0,0.0,1.3773584905660377
2,themba gorimbo,0.1179217805323959,0.21709049999999974,1.6666666666666663,-1.0,0,0.7302543,0.5838653322591001,0.4056017258089444,2024-12-07,1.0,-0.1179217805323959,1.6666666666666663
9,movsar evloev,0.1179217805323959,0.15488677777777782,1.4444444444444444,-1.0,1,0.799537,0.5838653322591001,0.4056017258089444,2024-12-07,1.0,-0.1179217805323959,1.4444444444444444
1,vitor petrino,0.16336444361673766,0.22048516065573764,1.3278688524590163,-1.0,1,0.9191308,0.75111823945746,0.4406694101069315,2024-12-14,0.0,-0.16336444361673766,1.3278688524590163
4,michael johnson,0.16336444361673766,0.18040715000000002,1.4444444444444444,-1.0,1,0.81720495,0.75111823945746,0.4406694101069315,2024-12-14,1.0,-0.16336444361673766,1.4444444444444444
7,cesar almeida,0.06929800928877251,0.07073623076923075,1.3846153846153846,1.339522546419098,1,0.7733095,0.46711749521167,0.09283191187451711,2025-01-11,1.0,0.06929800928877251,1.3846153846153846
3,thiago moises,0.06929800928877251,0.02063597034482767,1.6896551724137931,1.339522546419098,1,0.60404986,0.46711749521167,0.09283191187451711,2025-01-11,1.0,0.06929800928877251,1.6896551724137931
1,grant dawson,0.08792579721505332,0.23972285918367342,1.4081632653061225,2.309183673469388,1,0.8803829,0.44282300252638995,0.4653826501970231,2025-01-18,1.0,0.08792579721505332,1.4081632653061225
