,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,parlay_strategy,fstar_net,choice_decimal_odds
6,joselyne edwards,0.13168968809762052,0.0631486814173334,1.25,0.9767441860465118,1,0.8505189451338667,0.6409278648855944,0.266950430587803,2025-08-09,1.0,top_ev,0.13168968809762052,1.25
8,edson barboza,0.07004787687436195,0.07156252876744851,1.9090909090909087,-1.0,1,0.5612946579258065,0.46239094797004604,0.14783535077576504,2025-08-16,0.0,top_ev,-0.07004787687436195,1.9090909090909087
5,chase hooper,0.07004787687436195,0.07117906791314219,1.3003003003003002,-1.0,1,0.8237936018823935,0.46239094797004604,0.14783535077576504,2025-08-16,0.0,top_ev,-0.07004787687436195,1.3003003003003002
2,diyar nurgozhay,0.08176218595101445,0.1986011971293744,1.9090909090909087,-1.0,0,0.6278387223058629,0.431938937823444,0.42215468461236694,2025-08-23,1.0,top_ev,-0.08176218595101445,1.9090909090909087
8,gauge young,0.08176218595101445,0.1865119841515247,1.7246376811594204,-1.0,0,0.6879775370290353,0.431938937823444,0.42215468461236694,2025-08-23,0.0,top_ev,-0.08176218595101445,1.7246376811594204
0,sam patterson,0.073641604602902,0.09819472864785894,1.5319148936170213,-1.0,1,0.716877114534019,0.4362463454881489,0.18634830024882065,2025-09-06,1.0,top_ev,-0.073641604602902,1.5319148936170213
3,andreas gustafsson,0.073641604602902,0.08027134833318667,1.7751937984496124,-1.0,1,0.6085371350872536,0.4362463454881489,0.18634830024882065,2025-09-06,0.0,top_ev,-0.073641604602902,1.7751937984496124
8,claudio puelles,0.07330519139728649,0.2629771993835487,1.8333333333333333,-1.0,1,0.6888966542092084,0.4193077738194621,0.5374618373380275,2025-09-13,0.0,top_ev,-0.07330519139728649,1.8333333333333333
1,alexander hernandez,0.07330519139728649,0.21733142774743142,2.0,-1.0,1,0.6086657138737157,0.4193077738194621,0.5374618373380275,2025-09-13,1.0,top_ev,-0.07330519139728649,2.0
7,rolando bedoya,0.04743865032107399,0.11025434114232768,2.15,-1.0,0,0.5163973679731757,0.3397871713993103,0.19291103781770502,2025-09-27,1.0,top_ev,-0.04743865032107399,2.15
3,tom nolan,0.04743865032107399,0.07444843367181331,1.6329113924050631,-1.0,1,0.6579955524036687,0.3397871713993103,0.19291103781770502,2025-09-27,1.0,top_ev,-0.04743865032107399,1.6329113924050631
4,daniel santos,0.09459654858387816,0.16684378357271534,1.7692307692307692,1.2115384615384617,1,0.6595203994106652,0.5757562007903115,0.2733069825170351,2025-10-04,1.0,top_ev,0.09459654858387816,1.7692307692307692
5,merab dvalishvili,0.09459654858387816,0.09124031892113615,1.25,1.2115384615384617,1,0.8729922551369089,0.5757562007903115,0.2733069825170351,2025-10-04,1.0,top_ev,0.09459654858387816,1.25
6,stewart nicoll,0.08516438870249914,0.17496109656722114,1.9523809523809523,-1.0,0,0.6018093421441865,0.47964595089637335,0.3266397927570326,2025-10-11,1.0,top_ev,-0.08516438870249914,1.9523809523809523
2,michael aswell jr,0.08516438870249914,0.1290925262401943,1.4166666666666667,-1.0,0,0.7970064891107254,0.47964595089637335,0.3266397927570326,2025-10-11,0.0,top_ev,-0.08516438870249914,1.4166666666666667
3,kyle nelson,0.06276893687621432,0.10674917177592891,1.9523809523809523,2.068027210884354,1,0.5668715270071831,0.39202291289297153,0.20273696404578345,2025-10-18,1.0,top_ev,0.06276893687621432,1.9523809523809523
5,charles jourdain,0.06276893687621432,0.08672949094312765,1.5714285714285714,2.068027210884354,1,0.6915551306001722,0.39202291289297153,0.20273696404578345,2025-10-18,1.0,top_ev,0.06276893687621432,1.5714285714285714
9,virna jandiroba,0.06461942616997464,0.270139148086999,2.25,-1.0,1,0.5645062880386662,0.35496899152517025,0.4325534300837228,2025-10-25,0.0,top_ev,-0.06461942616997464,2.25
0,ludovit klein,0.06461942616997464,0.12787125114704284,1.7936507936507935,-1.0,1,0.6288131754182629,0.35496899152517025,0.4325534300837228,2025-10-25,1.0,top_ev,-0.06461942616997464,1.7936507936507935
