event_number,date,target_pct_opening_ev,p025_bankroll,median_bankroll,p95_bankroll,p975_bankroll,mean_bankroll,fraction_below_floor
6,2024-06-22,80,798.4535756636368,808.3727247011655,812.1025980187602,812.796580998365,807.6899433054274,0.0
7,2024-06-29,80,918.0460135855,931.6414855305009,941.0357612725686,942.4354334547226,931.8191597485576,0.0
8,2024-07-13,80,857.748266170314,871.002065656721,880.3800931759728,881.5746593952921,870.9432967482995,0.0
9,2024-07-20,80,857.748266170314,871.002065656721,880.3800931759728,881.5746593952921,870.9432967482995,0.0
10,2024-07-27,80,973.4924021607267,988.6038452104497,999.3126333478514,1000.917725259907,988.2568545516051,0.0
11,2024-08-03,80,890.4685347123877,904.3673972967069,914.1598489971193,915.6092274968796,904.0138267495644,0.0
12,2024-08-10,80,990.7598593829324,1006.9818254946241,1018.4196454532499,1020.1972009353722,1006.5488204839867,0.0
13,2024-08-17,80,990.7598593829324,1006.9818254946241,1018.4196454532499,1020.1972009353722,1006.5488204839867,0.0
14,2024-08-24,80,886.8664950098364,902.2681400580586,913.4538873948552,915.3861502973239,901.8865933059393,0.0
15,2024-09-07,80,886.8664950098364,902.2681400580586,913.4538873948552,915.3861502973239,901.8865933059393,0.0
16,2024-09-14,80,1033.0570728322766,1051.390247028583,1064.6357255294529,1067.0536335589268,1050.9383604275881,0.0
17,2024-09-28,80,1033.0570728322766,1051.390247028583,1064.6357255294529,1067.0536335589268,1050.9383604275881,0.0
18,2024-10-05,80,975.5872530384293,993.7019439992819,1006.3447426250474,1008.5144893353819,993.0944326703678,0.0
19,2024-10-12,80,877.1711954258321,893.4923071189236,905.0834345613856,907.0398163885159,893.000264096019,0.0
20,2024-10-19,80,1017.8329791711617,1036.9974759282409,1050.8117715186472,1053.1388028394333,1036.4739925902152,0.0
21,2024-10-26,80,1114.8684014078246,1136.683571353232,1156.6404838443573,1161.707115182916,1136.705419215777,0.0
22,2024-11-02,80,1295.8260043891555,1321.1836281663257,1344.4174371986235,1350.4092905869238,1321.1688837011316,0.0
23,2024-11-09,80,1402.0868182484683,1429.6466122734132,1455.4388100526921,1461.561251908212,1429.7886350422748,0.0
