,y_pred,y_true,test_open_odds,p_red,p_blue,p_red_model,p_blue_model,pred_conf,confidence,uncertainty,agreement,set_size,gap
331,0,1.0,0.28985507246376807,0.13720385316323874,0.6261390262952357,0.35481259424468514,0.6451874057553149,0,0.6261390262952357,0.13720385316323874,1,2,0.4889351731319969
332,1,1.0,0.3999999999999999,0.44129133038271284,0.265555844832075,0.5559898544951749,0.4440101455048251,1,0.44129133038271284,0.265555844832075,1,2,0.17573548555063784
333,0,0.0,0.704225352112676,0.011455350169226764,0.9442853423587607,0.18837367596257126,0.8116263240374287,0,0.9442853423587607,0.011455350169226764,1,1,0.932829992189534
334,1,1.0,1.0499999999999998,0.3967716740432179,0.3176256183285603,0.5311273310936397,0.46887266890636026,1,0.3967716740432179,0.3176256183285603,1,2,0.0791460557146576
335,1,1.0,0.3999999999999999,0.8427492840406144,0.03905233012236397,0.750394202164035,0.24960579783596504,1,0.8427492840406144,0.03905233012236397,1,1,0.8036969539182505
336,1,0.0,1.2000000000000002,0.5844832074980474,0.1869304868523822,0.6239350762359929,0.37606492376400713,1,0.5844832074980474,0.1869304868523822,1,2,0.39755272064566516
337,0,1.0,0.3355704697986577,0.04738349388180162,0.8180161416297839,0.26556712215488687,0.7344328778451131,0,0.8180161416297839,0.04738349388180162,1,1,0.7706326477479822
338,0,0.0,0.2531645569620251,0.07237698516011455,0.7596979953137204,0.29020584136402955,0.7097941586359704,0,0.7596979953137204,0.07237698516011455,1,1,0.6873210101536058
339,1,1.0,0.5405405405405406,0.8385837021608956,0.04243686539963551,0.7471597817190603,0.2528402182809397,1,0.8385837021608956,0.04243686539963551,1,1,0.7961468367612601
340,1,0.0,0.8333333333333333,0.5495964592554022,0.18562874251497005,0.6078718803396113,0.39212811966038874,1,0.5495964592554022,0.18562874251497005,1,2,0.36396771674043216
341,0,0.0,0.23529411764705888,0.020046862796146838,0.8979432439468888,0.21550268176185358,0.7844973182381464,0,0.8979432439468888,0.020046862796146838,1,1,0.877896381150742
342,1,1.0,0.3508771929824559,0.879718823223119,0.02369174694090081,0.7737545458904007,0.2262454541095993,1,0.879718823223119,0.02369174694090081,1,1,0.8560270762822182
343,1,1.0,0.5405405405405406,0.8685238219213747,0.042697214267117936,0.7602569142583226,0.23974308574167735,1,0.8685238219213747,0.042697214267117936,1,1,0.8258266076542568
