event_number,date,target_pct_opening_ev,p025_bankroll,median_bankroll,p95_bankroll,p975_bankroll,mean_bankroll,fraction_below_floor
5,2024-06-15,80,980.1418899263839,1052.1826140240355,1109.6477030351475,1123.0320495437327,1052.367021920366,0.0
6,2024-06-22,80,1065.6170749698847,1144.1101185995794,1206.4655361737405,1220.4543436867496,1144.2292945234287,0.0
7,2024-06-29,80,1358.4154010789593,1460.080722946685,1541.7552662110538,1558.428317762235,1460.3587761616027,0.0
8,2024-07-13,80,1414.8700751739357,1526.1691421419118,1664.19367436957,1723.0234031517734,1534.9480305265806,0.0
9,2024-07-20,80,1554.1964186734485,1680.1525241825966,1831.6882461148534,1899.1875679697941,1689.1700304077133,0.0
10,2024-07-27,80,1739.7635435014413,1899.6613169057496,2085.580879279707,2150.735910967756,1909.1060182480187,0.0
11,2024-08-03,80,1502.11316252391,1700.8611587566552,1883.9801568758837,1941.9292487670998,1704.967882404866,0.0
12,2024-08-10,80,1779.8144630952631,2017.061404596539,2238.1930351132646,2311.549852978548,2022.2887584508098,0.0
13,2024-08-17,80,2016.503812254408,2288.4372475481678,2546.9687867814164,2622.5070720315866,2294.212838487616,0.0
14,2024-08-24,80,2179.70198549402,2476.750631675345,2764.6332005528716,2842.906331749446,2485.9344520914115,0.0
15,2024-09-07,80,2441.345097171418,2807.0029078393873,3148.3025840765918,3241.9387768525057,2815.304427908633,0.0
16,2024-09-14,80,3441.454834028056,3963.173790686713,4447.314954925223,4585.181410161785,3975.612241604829,0.0
17,2024-09-28,80,3998.363773204505,4625.775958910626,5212.749746653866,5357.942243260203,4640.830101929717,0.0
18,2024-10-05,80,4086.1554722590117,4764.622068105027,5420.036818280186,5566.72910349191,4782.604736158625,0.0
19,2024-10-12,80,3429.0964353800814,4038.509431516102,4595.116497527839,4740.5553409666845,4049.4198739560784,0.0
20,2024-10-19,80,3819.701410554284,4518.194315823813,5170.035489374061,5328.469245909145,4530.990920755355,0.0
21,2024-10-26,80,5368.480049226386,6350.658564933419,7287.261041429144,7514.508508467113,6373.590335472361,0.0
22,2024-11-02,80,7821.239226761661,9253.335985138856,10612.539008315684,10955.439132788566,9288.04012145294,0.0
